,premise,hypothesis,label,duration_type,prem_fixed
994,in 600 minutes the servers will be back up,the servers will be back up in 5 hours,Contradiction,minute_hour,False
995,in 600 minutes the coffee will be ready to drink,the coffee will be ready to drink in 6 hours,Contradiction,minute_hour,False
996,in 600 minutes the servers will be back up,the servers will be back up in 7 hours,Contradiction,minute_hour,False
997,in 600 minutes the showing will begin,the showing will begin in 8 hours,Contradiction,minute_hour,False
998,in 600 minutes Jeopardy is starting,Jeopardy is starting in 9 hours,Contradiction,minute_hour,False
999,in 600 minutes Jeopardy is starting,Jeopardy is starting in 10 hours,Entailment,minute_hour,False
1000,in 60 minutes commercial break is over,commercial break is over before 1 hours,Contradiction,minute_hour,True
1001,in 60 minutes we will eat our meal,we will eat our meal before 2 hours,Entailment,minute_hour,True
1002,in 60 minutes dinner will be ready,dinner will be ready before 3 hours,Entailment,minute_hour,True
1003,in 60 minutes the oven will be ready,the oven will be ready before 4 hours,Entailment,minute_hour,True
1004,in 60 minutes class will start,class will start before 5 hours,Entailment,minute_hour,True
1005,in 60 minutes Jeopardy is starting,Jeopardy is starting before 6 hours,Entailment,minute_hour,True
1006,in 60 minutes we will eat our meal,we will eat our meal before 7 hours,Entailment,minute_hour,True
1007,in 60 minutes Luke will eat dinner,Luke will eat dinner before 8 hours,Entailment,minute_hour,True
1008,in 60 minutes the oven will be ready,the oven will be ready before 9 hours,Entailment,minute_hour,True
1009,in 60 minutes Luke will eat dinner,Luke will eat dinner before 10 hours,Entailment,minute_hour,True
1010,in 120 minutes the race will commence,the race will commence before 1 hours,Contradiction,minute_hour,True
1011,in 120 minutes the President is giving a speech,the President is giving a speech before 2 hours,Contradiction,minute_hour,True
1012,in 120 minutes the President is giving a speech,the President is giving a speech before 3 hours,Entailment,minute_hour,True
1013,in 120 minutes we will eat our meal,we will eat our meal before 4 hours,Entailment,minute_hour,True
1014,in 120 minutes our plane will be departing,our plane will be departing before 5 hours,Entailment,minute_hour,True
1015,in 120 minutes the oven will be ready,the oven will be ready before 6 hours,Entailment,minute_hour,True
1016,in 120 minutes the showing will begin,the showing will begin before 7 hours,Entailment,minute_hour,True
1017,in 120 minutes class will end,class will end before 8 hours,Entailment,minute_hour,True
1018,in 120 minutes Luke will eat dinner,Luke will eat dinner before 9 hours,Entailment,minute_hour,True
1019,in 120 minutes the webpage should finish loading,the webpage should finish loading before 10 hours,Entailment,minute_hour,True
1020,in 180 minutes class will start,class will start before 1 hours,Contradiction,minute_hour,True
1021,in 180 minutes our favorite breakfast restaurant opens,our favorite breakfast restaurant opens before 2 hours,Contradiction,minute_hour,True
1022,in 180 minutes the coffee will be ready to drink,the coffee will be ready to drink before 3 hours,Contradiction,minute_hour,True
1023,in 180 minutes the coffee will be ready to drink,the coffee will be ready to drink before 4 hours,Entailment,minute_hour,True
1024,in 180 minutes the grocery store will close,the grocery store will close before 5 hours,Entailment,minute_hour,True
1025,in 180 minutes the next song is ready to play,the next song is ready to play before 6 hours,Entailment,minute_hour,True
1026,in 180 minutes Mary's party will start,Mary's party will start before 7 hours,Entailment,minute_hour,True
1027,in 180 minutes the oven will be ready,the oven will be ready before 8 hours,Entailment,minute_hour,True
1028,in 180 minutes the next song is ready to play,the next song is ready to play before 9 hours,Entailment,minute_hour,True
1029,in 180 minutes Jeopardy is starting,Jeopardy is starting before 10 hours,Entailment,minute_hour,True
1030,in 240 minutes the coffee will be ready to drink,the coffee will be ready to drink before 1 hours,Contradiction,minute_hour,True
1031,in 240 minutes the coffee will be ready to drink,the coffee will be ready to drink before 2 hours,Contradiction,minute_hour,True
1032,in 240 minutes Luke will eat dinner,Luke will eat dinner before 3 hours,Contradiction,minute_hour,True
1033,in 240 minutes the showing will begin,the showing will begin before 4 hours,Contradiction,minute_hour,True
1034,in 240 minutes commercial break is over,commercial break is over before 5 hours,Entailment,minute_hour,True
1035,in 240 minutes dinner will be ready,dinner will be ready before 6 hours,Entailment,minute_hour,True
1036,in 240 minutes Luke will eat dinner,Luke will eat dinner before 7 hours,Entailment,minute_hour,True
1037,in 240 minutes the President is giving a speech,the President is giving a speech before 8 hours,Entailment,minute_hour,True
1038,in 240 minutes Luke will eat dinner,Luke will eat dinner before 9 hours,Entailment,minute_hour,True
1039,in 240 minutes the oven will be ready,the oven will be ready before 10 hours,Entailment,minute_hour,True
1040,in 300 minutes the grocery store will close,the grocery store will close before 1 hours,Contradiction,minute_hour,True
1041,in 300 minutes the servers will be back up,the servers will be back up before 2 hours,Contradiction,minute_hour,True
1042,in 300 minutes we will collect the exams,we will collect the exams before 3 hours,Contradiction,minute_hour,True
1043,in 300 minutes the race will commence,the race will commence before 4 hours,Contradiction,minute_hour,True
1044,in 300 minutes the showing will begin,the showing will begin before 5 hours,Contradiction,minute_hour,True
1045,in 300 minutes we will collect the exams,we will collect the exams before 6 hours,Entailment,minute_hour,True
1046,in 300 minutes we will collect the exams,we will collect the exams before 7 hours,Entailment,minute_hour,True
1047,in 300 minutes we will eat our meal,we will eat our meal before 8 hours,Entailment,minute_hour,True
1048,in 300 minutes the webpage should finish loading,the webpage should finish loading before 9 hours,Entailment,minute_hour,True
1049,in 300 minutes we will eat our meal,we will eat our meal before 10 hours,Entailment,minute_hour,True
1050,in 360 minutes our plane will be departing,our plane will be departing before 1 hours,Contradiction,minute_hour,True
1051,in 360 minutes the showing will begin,the showing will begin before 2 hours,Contradiction,minute_hour,True
1052,in 360 minutes Mary's party will start,Mary's party will start before 3 hours,Contradiction,minute_hour,True
1053,in 360 minutes commercial break is over,commercial break is over before 4 hours,Contradiction,minute_hour,True
1054,in 360 minutes we will eat our meal,we will eat our meal before 5 hours,Contradiction,minute_hour,True
1055,in 360 minutes our favorite breakfast restaurant opens,our favorite breakfast restaurant opens before 6 hours,Contradiction,minute_hour,True
1056,in 360 minutes the showing will begin,the showing will begin before 7 hours,Entailment,minute_hour,True
1057,in 360 minutes our plane will be departing,our plane will be departing before 8 hours,Entailment,minute_hour,True
1058,in 360 minutes Mary's party will start,Mary's party will start before 9 hours,Entailment,minute_hour,True
1059,in 360 minutes dinner will be ready,dinner will be ready before 10 hours,Entailment,minute_hour,True
1060,in 420 minutes the oven will be ready,the oven will be ready before 1 hours,Contradiction,minute_hour,True
1061,in 420 minutes Luke will eat dinner,Luke will eat dinner before 2 hours,Contradiction,minute_hour,True
1062,in 420 minutes Luke will eat dinner,Luke will eat dinner before 3 hours,Contradiction,minute_hour,True
1063,in 420 minutes we will collect the exams,we will collect the exams before 4 hours,Contradiction,minute_hour,True
1064,in 420 minutes our plane will be departing,our plane will be departing before 5 hours,Contradiction,minute_hour,True
1065,in 420 minutes we will eat our meal,we will eat our meal before 6 hours,Contradiction,minute_hour,True
1066,in 420 minutes Jeopardy is starting,Jeopardy is starting before 7 hours,Contradiction,minute_hour,True
1067,in 420 minutes the coffee will be ready to drink,the coffee will be ready to drink before 8 hours,Entailment,minute_hour,True
