,Premise,Hypothesis,Label,Premise Preposition,Higher Duration Unit,Premise Forward/Backward
2988,"In 5 days, I will have dinner with my friends.",I will have dinner with my friends before 114 hours.,C,in,day,backward
2989,"In 5 days, I will have dinner with my friends.",I will have dinner with my friends after 108 hours.,E,in,day,backward
2990,"In 5 days, I will have dinner with my friends.",I will have dinner with my friends before 122 hours.,E,in,day,backward
2991,"In 5 days, I will have dinner with my friends.",I will have dinner with my friends after 147 hours.,C,in,day,backward
2992,"Before 5 days, I will have dinner with my friends.",I will have dinner with my friends before 70 hours.,N,before,day,backward
2993,"Before 5 days, I will have dinner with my friends.",I will have dinner with my friends after 118 hours.,N,before,day,backward
2994,"Before 5 days, I will have dinner with my friends.",I will have dinner with my friends before 230 hours.,E,before,day,backward
2995,"Before 5 days, I will have dinner with my friends.",I will have dinner with my friends after 149 hours.,C,before,day,backward
2996,"After 5 days, I will have dinner with my friends.",I will have dinner with my friends before 54 hours.,C,after,day,backward
2997,"After 5 days, I will have dinner with my friends.",I will have dinner with my friends after 102 hours.,E,after,day,backward
2998,"After 5 days, I will have dinner with my friends.",I will have dinner with my friends before 151 hours.,N,after,day,backward
2999,"After 5 days, I will have dinner with my friends.",I will have dinner with my friends after 130 hours.,N,after,day,backward
3000,I will have dinner with my friends in 6 days.,I will have dinner with my friends before 36 hours.,C,in,day,forward
3001,I will have dinner with my friends in 6 days.,I will have dinner with my friends after 104 hours.,E,in,day,forward
3002,I will have dinner with my friends in 6 days.,I will have dinner with my friends before 181 hours.,E,in,day,forward
3003,I will have dinner with my friends in 6 days.,I will have dinner with my friends after 219 hours.,C,in,day,forward
3004,I will have dinner with my friends before 6 days.,I will have dinner with my friends before 49 hours.,N,before,day,forward
3005,I will have dinner with my friends before 6 days.,I will have dinner with my friends after 47 hours.,N,before,day,forward
3006,I will have dinner with my friends before 6 days.,I will have dinner with my friends before 243 hours.,E,before,day,forward
3007,I will have dinner with my friends before 6 days.,I will have dinner with my friends after 152 hours.,C,before,day,forward
3008,I will have dinner with my friends after 6 days.,I will have dinner with my friends before 95 hours.,C,after,day,forward
3009,I will have dinner with my friends after 6 days.,I will have dinner with my friends after 37 hours.,E,after,day,forward
3010,I will have dinner with my friends after 6 days.,I will have dinner with my friends before 165 hours.,N,after,day,forward
3011,I will have dinner with my friends after 6 days.,I will have dinner with my friends after 159 hours.,N,after,day,forward
3012,"In 6 days, I will have dinner with my friends.",I will have dinner with my friends before 59 hours.,C,in,day,backward
3013,"In 6 days, I will have dinner with my friends.",I will have dinner with my friends after 74 hours.,E,in,day,backward
3014,"In 6 days, I will have dinner with my friends.",I will have dinner with my friends before 231 hours.,E,in,day,backward
3015,"In 6 days, I will have dinner with my friends.",I will have dinner with my friends after 149 hours.,C,in,day,backward
3016,"Before 6 days, I will have dinner with my friends.",I will have dinner with my friends before 117 hours.,N,before,day,backward
3017,"Before 6 days, I will have dinner with my friends.",I will have dinner with my friends after 106 hours.,N,before,day,backward
3018,"Before 6 days, I will have dinner with my friends.",I will have dinner with my friends before 155 hours.,E,before,day,backward
3019,"Before 6 days, I will have dinner with my friends.",I will have dinner with my friends after 199 hours.,C,before,day,backward
3020,"After 6 days, I will have dinner with my friends.",I will have dinner with my friends before 50 hours.,C,after,day,backward
3021,"After 6 days, I will have dinner with my friends.",I will have dinner with my friends after 80 hours.,E,after,day,backward
3022,"After 6 days, I will have dinner with my friends.",I will have dinner with my friends before 146 hours.,N,after,day,backward
3023,"After 6 days, I will have dinner with my friends.",I will have dinner with my friends after 234 hours.,N,after,day,backward
3024,I will have dinner with my friends in 7 days.,I will have dinner with my friends before 157 hours.,C,in,day,forward
3025,I will have dinner with my friends in 7 days.,I will have dinner with my friends after 129 hours.,E,in,day,forward
3026,I will have dinner with my friends in 7 days.,I will have dinner with my friends before 239 hours.,E,in,day,forward
3027,I will have dinner with my friends in 7 days.,I will have dinner with my friends after 219 hours.,C,in,day,forward
3028,I will have dinner with my friends before 7 days.,I will have dinner with my friends before 72 hours.,N,before,day,forward
3029,I will have dinner with my friends before 7 days.,I will have dinner with my friends after 77 hours.,N,before,day,forward
3030,I will have dinner with my friends before 7 days.,I will have dinner with my friends before 259 hours.,E,before,day,forward
3031,I will have dinner with my friends before 7 days.,I will have dinner with my friends after 220 hours.,C,before,day,forward
3032,I will have dinner with my friends after 7 days.,I will have dinner with my friends before 144 hours.,C,after,day,forward
3033,I will have dinner with my friends after 7 days.,I will have dinner with my friends after 106 hours.,E,after,day,forward
3034,I will have dinner with my friends after 7 days.,I will have dinner with my friends before 204 hours.,N,after,day,forward
3035,I will have dinner with my friends after 7 days.,I will have dinner with my friends after 264 hours.,N,after,day,forward
3036,"In 7 days, I will have dinner with my friends.",I will have dinner with my friends before 58 hours.,C,in,day,backward
3037,"In 7 days, I will have dinner with my friends.",I will have dinner with my friends after 141 hours.,E,in,day,backward
3038,"In 7 days, I will have dinner with my friends.",I will have dinner with my friends before 255 hours.,E,in,day,backward
3039,"In 7 days, I will have dinner with my friends.",I will have dinner with my friends after 267 hours.,C,in,day,backward
3040,"Before 7 days, I will have dinner with my friends.",I will have dinner with my friends before 55 hours.,N,before,day,backward
3041,"Before 7 days, I will have dinner with my friends.",I will have dinner with my friends after 112 hours.,N,before,day,backward
3042,"Before 7 days, I will have dinner with my friends.",I will have dinner with my friends before 191 hours.,E,before,day,backward
3043,"Before 7 days, I will have dinner with my friends.",I will have dinner with my friends after 285 hours.,C,before,day,backward
3044,"After 7 days, I will have dinner with my friends.",I will have dinner with my friends before 158 hours.,C,after,day,backward
3045,"After 7 days, I will have dinner with my friends.",I will have dinner with my friends after 165 hours.,E,after,day,backward
3046,"After 7 days, I will have dinner with my friends.",I will have dinner with my friends before 172 hours.,N,after,day,backward
3047,"After 7 days, I will have dinner with my friends.",I will have dinner with my friends after 288 hours.,N,after,day,backward
3048,I will have dinner with my friends in 8 days.,I will have dinner with my friends before 86 hours.,C,in,day,forward
3049,I will have dinner with my friends in 8 days.,I will have dinner with my friends after 87 hours.,E,in,day,forward
3050,I will have dinner with my friends in 8 days.,I will have dinner with my friends before 211 hours.,E,in,day,forward
3051,I will have dinner with my friends in 8 days.,I will have dinner with my friends after 276 hours.,C,in,day,forward
3052,I will have dinner with my friends before 8 days.,I will have dinner with my friends before 187 hours.,N,before,day,forward
3053,I will have dinner with my friends before 8 days.,I will have dinner with my friends after 108 hours.,N,before,day,forward
3054,I will have dinner with my friends before 8 days.,I will have dinner with my friends before 281 hours.,E,before,day,forward
