,Premise,Hypothesis,Label,Type,Prem Fixed,Temp Type
905,The tiger was last spotted after Wednesday.,The tiger was last spotted before Friday.,Neutral,SINGLE_weekday,False,Forward
906,I last had dinner with my friends after Friday.,I last had dinner with my friends after Tuesday.,Entailment,SINGLE_weekday,False,Forward
907,He left his job before Friday.,He left his job before Wednesday.,Neutral,SINGLE_weekday,False,Forward
908,The conference was held before Thursday.,The conference was held before Saturday.,Entailment,SINGLE_weekday,False,Forward
909,The city had a huge power outage before Monday.,The city had a huge power outage after Wednesday.,Contradiction,SINGLE_weekday,False,Forward
910,A tsunami hit the coast before Wednesday.,A tsunami hit the coast after Monday.,Neutral,SINGLE_weekday,False,Forward
911,This team won the world cup before Monday.,This team won the world cup before Thursday.,Entailment,SINGLE_weekday,False,Forward
912,Her internship at Google began before Thursday.,Her internship at Google began after Wednesday.,Neutral,SINGLE_weekday,False,Forward
913,The country declared martial law after Friday.,The country declared martial law after Saturday.,Neutral,SINGLE_weekday,False,Forward
914,The price of this stock peaked after Tuesday.,The price of this stock peaked after Wednesday.,Neutral,SINGLE_weekday,False,Forward
915,The failing company issued major layoffs before Thursday.,The failing company issued major layoffs before Monday.,Neutral,SINGLE_weekday,False,Forward
916,The government budget comes out before Wednesday.,The government budget comes out before Thursday.,Entailment,SINGLE_weekday,False,Forward
917,The prison sentence of that convict ends after Friday.,The prison sentence of that convict ends before Tuesday.,Contradiction,SINGLE_weekday,False,Forward
918,This article was published after Thursday.,This article was published before Friday.,Neutral,SINGLE_weekday,False,Forward
919,I posted this picture on Instagram after Tuesday.,I posted this picture on Instagram before Wednesday.,Neutral,SINGLE_weekday,False,Forward
920,"On Thursday, they got married.","After Tuesday, they got married.",Entailment,SINGLE_weekday,True,Backward
921,"On Friday, we went to Disneyland.","After Tuesday, we went to Disneyland.",Entailment,SINGLE_weekday,True,Backward
922,"On Wednesday, Michael will buy the house.","After Friday, Michael will buy the house.",Contradiction,SINGLE_weekday,True,Backward
923,"On Thursday, Lily flew to New York.","Before Saturday, Lily flew to New York.",Entailment,SINGLE_weekday,True,Backward
924,"On Thursday, the music concert starts.","Before Saturday, the music concert starts.",Entailment,SINGLE_weekday,True,Backward
925,"On Monday, the tiger was last spotted.","After Sunday, the tiger was last spotted.",Entailment,SINGLE_weekday,True,Backward
926,"On Thursday, I last had dinner with my friends.","After Monday, I last had dinner with my friends.",Entailment,SINGLE_weekday,True,Backward
927,"On Thursday, he left his job.","After Tuesday, he left his job.",Entailment,SINGLE_weekday,True,Backward
928,"On Saturday, the conference was held.","Before Saturday, the conference was held.",Contradiction,SINGLE_weekday,True,Backward
929,"On Saturday, the city had a huge power outage.","After Wednesday, the city had a huge power outage.",Entailment,SINGLE_weekday,True,Backward
930,"On Saturday, a tsunami hit the coast.","After Saturday, a tsunami hit the coast.",Contradiction,SINGLE_weekday,True,Backward
931,"On Monday, this team won the world cup.","After Tuesday, this team won the world cup.",Contradiction,SINGLE_weekday,True,Backward
932,"On Sunday, her internship at Google began.","After Tuesday, her internship at Google began.",Contradiction,SINGLE_weekday,True,Backward
933,"On Friday, the country declared martial law.","After Saturday, the country declared martial law.",Contradiction,SINGLE_weekday,True,Backward
934,"On Saturday, the price of this stock peaked.","Before Saturday, the price of this stock peaked.",Contradiction,SINGLE_weekday,True,Backward
935,"On Tuesday, the failing company issued major layoffs.","After Monday, the failing company issued major layoffs.",Entailment,SINGLE_weekday,True,Backward
936,"On Monday, the government budget comes out.","Before Tuesday, the government budget comes out.",Entailment,SINGLE_weekday,True,Backward
937,"On Tuesday, the prison sentence of that convict ends.","After Friday, the prison sentence of that convict ends.",Contradiction,SINGLE_weekday,True,Backward
938,"On Wednesday, this article was published.","Before Tuesday, this article was published.",Contradiction,SINGLE_weekday,True,Backward
939,"On Friday, I posted this picture on Instagram.","After Saturday, I posted this picture on Instagram.",Contradiction,SINGLE_weekday,True,Backward
940,"Before Tuesday, they got married.","After Friday, they got married.",Contradiction,SINGLE_weekday,False,Backward
941,"After Friday, we went to Disneyland.","Before Wednesday, we went to Disneyland.",Contradiction,SINGLE_weekday,False,Backward
942,"After Wednesday, Michael will buy the house.","After Sunday, Michael will buy the house.",Entailment,SINGLE_weekday,False,Backward
943,"After Tuesday, Lily flew to New York.","Before Wednesday, Lily flew to New York.",Neutral,SINGLE_weekday,False,Backward
944,"After Monday, the music concert starts.","Before Wednesday, the music concert starts.",Neutral,SINGLE_weekday,False,Backward
945,"Before Saturday, the tiger was last spotted.","After Saturday, the tiger was last spotted.",Contradiction,SINGLE_weekday,False,Backward
946,"Before Monday, I last had dinner with my friends.","After Monday, I last had dinner with my friends.",Contradiction,SINGLE_weekday,False,Backward
947,"Before Monday, he left his job.","After Thursday, he left his job.",Contradiction,SINGLE_weekday,False,Backward
948,"Before Wednesday, the conference was held.","After Saturday, the conference was held.",Contradiction,SINGLE_weekday,False,Backward
949,"Before Saturday, the city had a huge power outage.","After Saturday, the city had a huge power outage.",Contradiction,SINGLE_weekday,False,Backward
950,"After Tuesday, a tsunami hit the coast.","After Friday, a tsunami hit the coast.",Neutral,SINGLE_weekday,False,Backward
951,"Before Sunday, this team won the world cup.","After Wednesday, this team won the world cup.",Contradiction,SINGLE_weekday,False,Backward
952,"After Wednesday, her internship at Google began.","After Monday, her internship at Google began.",Entailment,SINGLE_weekday,False,Backward
953,"Before Wednesday, the country declared martial law.","After Saturday, the country declared martial law.",Contradiction,SINGLE_weekday,False,Backward
954,"After Sunday, the price of this stock peaked.","After Monday, the price of this stock peaked.",Neutral,SINGLE_weekday,False,Backward
955,"After Thursday, the failing company issued major layoffs.","Before Monday, the failing company issued major layoffs.",Contradiction,SINGLE_weekday,False,Backward
956,"After Thursday, the government budget comes out.","Before Monday, the government budget comes out.",Contradiction,SINGLE_weekday,False,Backward
957,"Before Tuesday, the prison sentence of that convict ends.","Before Monday, the prison sentence of that convict ends.",Neutral,SINGLE_weekday,False,Backward
958,"After Saturday, this article was published.","After Thursday, this article was published.",Entailment,SINGLE_weekday,False,Backward
959,"Before Tuesday, I posted this picture on Instagram.","Before Monday, I posted this picture on Instagram.",Neutral,SINGLE_weekday,False,Backward
960,They got married on Thursday.,They got married after Saturday.,Contradiction,SINGLE_weekday,True,Forward
961,We went to Disneyland on Wednesday.,We went to Disneyland after Saturday.,Contradiction,SINGLE_weekday,True,Forward
962,Michael will buy the house on Tuesday.,Michael will buy the house after Monday.,Entailment,SINGLE_weekday,True,Forward
963,Lily flew to New York on Saturday.,Lily flew to New York before Friday.,Contradiction,SINGLE_weekday,True,Forward
964,The music concert starts on Wednesday.,The music concert starts after Friday.,Contradiction,SINGLE_weekday,True,Forward
965,The tiger was last spotted on Tuesday.,The tiger was last spotted before Tuesday.,Contradiction,SINGLE_weekday,True,Forward
966,I last had dinner with my friends on Wednesday.,I last had dinner with my friends before Sunday.,Contradiction,SINGLE_weekday,True,Forward
967,He left his job on Thursday.,He left his job after Saturday.,Contradiction,SINGLE_weekday,True,Forward
968,The conference was held on Monday.,The conference was held after Sunday.,Entailment,SINGLE_weekday,True,Forward
969,The city had a huge power outage on Thursday.,The city had a huge power outage after Saturday.,Contradiction,SINGLE_weekday,True,Forward
970,A tsunami hit the coast on Thursday.,A tsunami hit the coast before Thursday.,Contradiction,SINGLE_weekday,True,Forward
971,This team won the world cup on Wednesday.,This team won the world cup before Wednesday.,Contradiction,SINGLE_weekday,True,Forward
972,Her internship at Google began on Thursday.,Her internship at Google began after Tuesday.,Entailment,SINGLE_weekday,True,Forward
973,The country declared martial law on Wednesday.,The country declared martial law after Sunday.,Entailment,SINGLE_weekday,True,Forward
974,The price of this stock peaked on Monday.,The price of this stock peaked before Thursday.,Entailment,SINGLE_weekday,True,Forward
975,The failing company issued major layoffs on Friday.,The failing company issued major layoffs after Thursday.,Entailment,SINGLE_weekday,True,Forward
976,The government budget comes out on Wednesday.,The government budget comes out after Friday.,Contradiction,SINGLE_weekday,True,Forward
977,The prison sentence of that convict ends on Sunday.,The prison sentence of that convict ends before Wednesday.,Entailment,SINGLE_weekday,True,Forward
978,This article was published on Thursday.,This article was published before Saturday.,Entailment,SINGLE_weekday,True,Forward
979,I posted this picture on Instagram on Thursday.,I posted this picture on Instagram before Monday.,Contradiction,SINGLE_weekday,True,Forward
980,They got married before Wednesday.,They got married before Thursday.,Entailment,SINGLE_weekday,False,Forward
981,We went to Disneyland after Friday.,We went to Disneyland before Wednesday.,Contradiction,SINGLE_weekday,False,Forward
982,Michael will buy the house before Thursday.,Michael will buy the house after Saturday.,Contradiction,SINGLE_weekday,False,Forward
983,Lily flew to New York after Friday.,Lily flew to New York before Tuesday.,Contradiction,SINGLE_weekday,False,Forward
984,The music concert starts after Wednesday.,The music concert starts after Tuesday.,Entailment,SINGLE_weekday,False,Forward
985,The tiger was last spotted before Thursday.,The tiger was last spotted after Saturday.,Contradiction,SINGLE_weekday,False,Forward
986,I last had dinner with my friends after Tuesday.,I last had dinner with my friends after Wednesday.,Neutral,SINGLE_weekday,False,Forward
987,He left his job before Monday.,He left his job after Wednesday.,Contradiction,SINGLE_weekday,False,Forward
988,The conference was held before Wednesday.,The conference was held before Sunday.,Neutral,SINGLE_weekday,False,Forward
989,The city had a huge power outage after Tuesday.,The city had a huge power outage before Tuesday.,Contradiction,SINGLE_weekday,False,Forward
990,A tsunami hit the coast before Saturday.,A tsunami hit the coast after Thursday.,Neutral,SINGLE_weekday,False,Forward
991,This team won the world cup after Wednesday.,This team won the world cup before Tuesday.,Contradiction,SINGLE_weekday,False,Forward
992,Her internship at Google began before Friday.,Her internship at Google began after Tuesday.,Neutral,SINGLE_weekday,False,Forward
